E:\Self Driving\IMG\center_2022_09_15_20_00_54_033.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_54_033.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_54_033.jpg, 0, 1, 0, 2.121134
E:\Self Driving\IMG\center_2022_09_15_20_00_54_135.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_54_135.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_54_135.jpg, 0, 1, 0, 3.305291
E:\Self Driving\IMG\center_2022_09_15_20_00_54_239.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_54_239.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_54_239.jpg, 0, 1, 0, 4.480085
E:\Self Driving\IMG\center_2022_09_15_20_00_54_340.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_54_340.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_54_340.jpg, 0, 0.8764633, 0, 5.482762
E:\Self Driving\IMG\center_2022_09_15_20_00_54_442.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_54_442.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_54_442.jpg, 0, 1, 0, 6.619223
E:\Self Driving\IMG\center_2022_09_15_20_00_54_545.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_54_545.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_54_545.jpg, 0, 1, 0, 7.759565
E:\Self Driving\IMG\center_2022_09_15_20_00_54_648.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_54_648.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_54_648.jpg, 0, 1, 0, 9.113383
E:\Self Driving\IMG\center_2022_09_15_20_00_54_748.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_54_748.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_54_748.jpg, 0, 1, 0, 10.22943
E:\Self Driving\IMG\center_2022_09_15_20_00_54_851.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_54_851.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_54_851.jpg, 0, 1, 0, 11.33447
E:\Self Driving\IMG\center_2022_09_15_20_00_54_956.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_54_956.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_54_956.jpg, 0, 1, 0, 12.46638
E:\Self Driving\IMG\center_2022_09_15_20_00_55_059.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_55_059.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_55_059.jpg, 0, 1, 0, 13.46796
E:\Self Driving\IMG\center_2022_09_15_20_00_55_162.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_55_162.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_55_162.jpg, -0.1847778, 1, 0, 14.61207
E:\Self Driving\IMG\center_2022_09_15_20_00_55_265.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_55_265.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_55_265.jpg, 0, 1, 0, 15.59472
E:\Self Driving\IMG\center_2022_09_15_20_00_55_369.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_55_369.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_55_369.jpg, 0, 1, 0, 16.85929
E:\Self Driving\IMG\center_2022_09_15_20_00_55_469.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_55_469.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_55_469.jpg, 0, 1, 0, 17.93693
E:\Self Driving\IMG\center_2022_09_15_20_00_55_569.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_55_569.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_55_569.jpg, 0, 1, 0, 18.95748
E:\Self Driving\IMG\center_2022_09_15_20_00_55_674.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_55_674.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_55_674.jpg, -0.2984919, 1, 0, 19.93776
E:\Self Driving\IMG\center_2022_09_15_20_00_55_776.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_55_776.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_55_776.jpg, -0.1708319, 1, 0, 20.90211
E:\Self Driving\IMG\center_2022_09_15_20_00_55_877.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_55_877.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_55_877.jpg, 0, 1, 0, 21.9029
E:\Self Driving\IMG\center_2022_09_15_20_00_55_978.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_55_978.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_55_978.jpg, 0, 1, 0, 22.87597
E:\Self Driving\IMG\center_2022_09_15_20_00_56_080.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_56_080.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_56_080.jpg, 0, 1, 0, 23.86105
E:\Self Driving\IMG\center_2022_09_15_20_00_56_181.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_56_181.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_56_181.jpg, 0, 1, 0, 24.82717
E:\Self Driving\IMG\center_2022_09_15_20_00_56_281.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_56_281.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_56_281.jpg, 0, 1, 0, 25.78618
E:\Self Driving\IMG\center_2022_09_15_20_00_56_385.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_56_385.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_56_385.jpg, 0, 1, 0, 26.73509
E:\Self Driving\IMG\center_2022_09_15_20_00_56_488.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_56_488.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_56_488.jpg, 0, 1, 0, 27.86125
E:\Self Driving\IMG\center_2022_09_15_20_00_56_591.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_56_591.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_56_591.jpg, 0, 1, 0, 28.78933
E:\Self Driving\IMG\center_2022_09_15_20_00_56_692.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_56_692.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_56_692.jpg, 0, 1, 0, 29.70806
E:\Self Driving\IMG\center_2022_09_15_20_00_56_796.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_56_796.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_56_796.jpg, -0.1799658, 1, 0, 30.18123
E:\Self Driving\IMG\center_2022_09_15_20_00_56_896.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_56_896.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_56_896.jpg, -0.06188999, 1, 0, 30.19064
E:\Self Driving\IMG\center_2022_09_15_20_00_56_999.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_56_999.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_56_999.jpg, 0, 1, 0, 30.19001
E:\Self Driving\IMG\center_2022_09_15_20_00_57_102.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_57_102.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_57_102.jpg, 0, 1, 0, 30.19024
E:\Self Driving\IMG\center_2022_09_15_20_00_57_207.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_57_207.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_57_207.jpg, 0, 1, 0, 30.1903
E:\Self Driving\IMG\center_2022_09_15_20_00_57_308.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_57_308.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_57_308.jpg, -0.1791591, 1, 0, 30.18165
E:\Self Driving\IMG\center_2022_09_15_20_00_57_408.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_57_408.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_57_408.jpg, -0.03917012, 1, 0, 30.19076
E:\Self Driving\IMG\center_2022_09_15_20_00_57_512.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_57_512.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_57_512.jpg, 0, 1, 0, 30.19019
E:\Self Driving\IMG\center_2022_09_15_20_00_57_615.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_57_615.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_57_615.jpg, 0, 1, 0, 30.19028
E:\Self Driving\IMG\center_2022_09_15_20_00_57_719.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_57_719.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_57_719.jpg, 0, 1, 0, 30.1903
E:\Self Driving\IMG\center_2022_09_15_20_00_57_820.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_57_820.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_57_820.jpg, 0, 1, 0, 30.1903
E:\Self Driving\IMG\center_2022_09_15_20_00_57_923.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_57_923.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_57_923.jpg, 0, 1, 0, 30.19031
E:\Self Driving\IMG\center_2022_09_15_20_00_58_024.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_58_024.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_58_024.jpg, 0, 1, 0, 30.19029
E:\Self Driving\IMG\center_2022_09_15_20_00_58_128.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_58_128.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_58_128.jpg, 0, 1, 0, 30.19029
E:\Self Driving\IMG\center_2022_09_15_20_00_58_231.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_58_231.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_58_231.jpg, 0, 1, 0, 30.19032
E:\Self Driving\IMG\center_2022_09_15_20_00_58_332.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_58_332.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_58_332.jpg, 0, 1, 0, 30.19032
E:\Self Driving\IMG\center_2022_09_15_20_00_58_434.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_58_434.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_58_434.jpg, 0, 1, 0, 30.19031
E:\Self Driving\IMG\center_2022_09_15_20_00_58_537.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_58_537.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_58_537.jpg, 0, 1, 0, 30.1903
E:\Self Driving\IMG\center_2022_09_15_20_00_58_641.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_58_641.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_58_641.jpg, 0, 1, 0, 30.19028
E:\Self Driving\IMG\center_2022_09_15_20_00_58_745.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_58_745.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_58_745.jpg, 0, 1, 0, 30.19031
E:\Self Driving\IMG\center_2022_09_15_20_00_58_848.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_58_848.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_58_848.jpg, -0.2141721, 1, 0, 30.1782
E:\Self Driving\IMG\center_2022_09_15_20_00_58_951.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_58_951.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_58_951.jpg, -0.4243617, 1, 0, 30.15566
E:\Self Driving\IMG\center_2022_09_15_20_00_59_053.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_59_053.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_59_053.jpg, -0.1213068, 1, 0, 30.19217
E:\Self Driving\IMG\center_2022_09_15_20_00_59_157.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_59_157.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_59_157.jpg, 0, 1, 0, 30.18886
E:\Self Driving\IMG\center_2022_09_15_20_00_59_258.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_59_258.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_59_258.jpg, 0.2022528, 1, 0, 30.17485
E:\Self Driving\IMG\center_2022_09_15_20_00_59_362.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_59_362.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_59_362.jpg, 0, 1, 0, 30.18993
E:\Self Driving\IMG\center_2022_09_15_20_00_59_462.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_59_462.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_59_462.jpg, 0, 1, 0, 30.19018
E:\Self Driving\IMG\center_2022_09_15_20_00_59_564.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_59_564.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_59_564.jpg, 0, 1, 0, 30.19028
E:\Self Driving\IMG\center_2022_09_15_20_00_59_666.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_59_666.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_59_666.jpg, 0.04140149, 1, 0, 30.18967
E:\Self Driving\IMG\center_2022_09_15_20_00_59_769.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_59_769.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_59_769.jpg, 0.3495468, 1, 0, 30.16147
E:\Self Driving\IMG\center_2022_09_15_20_00_59_869.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_59_869.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_59_869.jpg, 0.0493395, 1, 0, 30.19113
E:\Self Driving\IMG\center_2022_09_15_20_00_59_973.jpg, E:\Self Driving\IMG\left_2022_09_15_20_00_59_973.jpg, E:\Self Driving\IMG\right_2022_09_15_20_00_59_973.jpg, 0, 1, 0, 30.18975
E:\Self Driving\IMG\center_2022_09_15_20_01_00_074.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_00_074.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_00_074.jpg, 0, 1, 0, 30.19006
E:\Self Driving\IMG\center_2022_09_15_20_01_00_175.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_00_175.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_00_175.jpg, 0, 1, 0, 30.1907
E:\Self Driving\IMG\center_2022_09_15_20_01_00_279.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_00_279.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_00_279.jpg, 0, 1, 0, 30.18977
E:\Self Driving\IMG\center_2022_09_15_20_01_00_381.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_00_381.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_00_381.jpg, 0, 1, 0, 30.19018
E:\Self Driving\IMG\center_2022_09_15_20_01_00_482.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_00_482.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_00_482.jpg, 0, 1, 0, 30.19029
E:\Self Driving\IMG\center_2022_09_15_20_01_00_586.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_00_586.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_00_586.jpg, -0.0962649, 1, 0, 30.18799
E:\Self Driving\IMG\center_2022_09_15_20_01_00_687.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_00_687.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_00_687.jpg, -0.2825229, 1, 0, 30.1724
E:\Self Driving\IMG\center_2022_09_15_20_01_00_788.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_00_788.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_00_788.jpg, 0, 1, 0, 30.1886
E:\Self Driving\IMG\center_2022_09_15_20_01_00_891.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_00_891.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_00_891.jpg, 0, 1, 0, 30.18999
E:\Self Driving\IMG\center_2022_09_15_20_01_00_995.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_00_995.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_00_995.jpg, 0, 1, 0, 30.19026
E:\Self Driving\IMG\center_2022_09_15_20_01_01_095.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_01_095.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_01_095.jpg, 0, 1, 0, 30.19029
E:\Self Driving\IMG\center_2022_09_15_20_01_01_199.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_01_199.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_01_199.jpg, 0, 1, 0, 30.19028
E:\Self Driving\IMG\center_2022_09_15_20_01_01_300.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_01_300.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_01_300.jpg, 0, 1, 0, 30.19027
E:\Self Driving\IMG\center_2022_09_15_20_01_01_403.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_01_403.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_01_403.jpg, 0, 1, 0, 30.19028
E:\Self Driving\IMG\center_2022_09_15_20_01_01_505.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_01_505.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_01_505.jpg, 0.1148691, 1, 0, 30.18679
E:\Self Driving\IMG\center_2022_09_15_20_01_01_606.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_01_606.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_01_606.jpg, 0.01451728, 1, 0, 30.19037
E:\Self Driving\IMG\center_2022_09_15_20_01_01_710.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_01_710.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_01_710.jpg, 0, 1, 0, 30.1902
E:\Self Driving\IMG\center_2022_09_15_20_01_01_815.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_01_815.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_01_815.jpg, 0, 1, 0, 30.1903
E:\Self Driving\IMG\center_2022_09_15_20_01_01_916.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_01_916.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_01_916.jpg, 0, 1, 0, 30.19028
E:\Self Driving\IMG\center_2022_09_15_20_01_02_020.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_02_020.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_02_020.jpg, 0, 1, 0, 30.19031
E:\Self Driving\IMG\center_2022_09_15_20_01_02_121.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_02_121.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_02_121.jpg, -0.2751288, 1, 0, 30.17101
E:\Self Driving\IMG\center_2022_09_15_20_01_02_222.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_02_222.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_02_222.jpg, -0.05364721, 1, 0, 30.19069
E:\Self Driving\IMG\center_2022_09_15_20_01_02_322.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_02_322.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_02_322.jpg, 0, 1, 0, 30.18989
E:\Self Driving\IMG\center_2022_09_15_20_01_02_425.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_02_425.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_02_425.jpg, 0, 1, 0, 30.19025
E:\Self Driving\IMG\center_2022_09_15_20_01_02_526.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_02_526.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_02_526.jpg, 0, 1, 0, 30.19031
E:\Self Driving\IMG\center_2022_09_15_20_01_02_629.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_02_629.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_02_629.jpg, 0, 1, 0, 30.19031
E:\Self Driving\IMG\center_2022_09_15_20_01_02_730.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_02_730.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_02_730.jpg, 0, 1, 0, 30.19031
E:\Self Driving\IMG\center_2022_09_15_20_01_02_835.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_02_835.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_02_835.jpg, 0, 1, 0, 30.19029
E:\Self Driving\IMG\center_2022_09_15_20_01_02_938.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_02_938.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_02_938.jpg, 0, 1, 0, 30.19028
E:\Self Driving\IMG\center_2022_09_15_20_01_03_040.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_03_040.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_03_040.jpg, 0, 1, 0, 30.19029
E:\Self Driving\IMG\center_2022_09_15_20_01_03_142.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_03_142.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_03_142.jpg, 0, 1, 0, 30.19029
E:\Self Driving\IMG\center_2022_09_15_20_01_03_247.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_03_247.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_03_247.jpg, 0, 1, 0, 30.1903
E:\Self Driving\IMG\center_2022_09_15_20_01_03_348.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_03_348.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_03_348.jpg, 0, 1, 0, 30.19031
E:\Self Driving\IMG\center_2022_09_15_20_01_03_453.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_03_453.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_03_453.jpg, 0, 1, 0, 30.1903
E:\Self Driving\IMG\center_2022_09_15_20_01_03_557.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_03_557.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_03_557.jpg, 0, 1, 0, 30.19031
E:\Self Driving\IMG\center_2022_09_15_20_01_03_659.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_03_659.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_03_659.jpg, -0.304179, 1, 0, 30.16719
E:\Self Driving\IMG\center_2022_09_15_20_01_03_762.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_03_762.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_03_762.jpg, -0.06427171, 1, 0, 30.19058
E:\Self Driving\IMG\center_2022_09_15_20_01_03_865.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_03_865.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_03_865.jpg, 0, 1, 0, 30.19001
E:\Self Driving\IMG\center_2022_09_15_20_01_03_966.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_03_966.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_03_966.jpg, 0, 1, 0, 30.19028
E:\Self Driving\IMG\center_2022_09_15_20_01_04_070.jpg, E:\Self Driving\IMG\left_2022_09_15_20_01_04_070.jpg, E:\Self Driving\IMG\right_2022_09_15_20_01_04_070.jpg, 0, 1, 0, 30.19026
